TimeSinceStart,TrialNo,TrialID,ParticipantID,ExperimentSequence,Layout,Difficulty,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,MainControllerPosition.x,MainControllerPosition.y,MainControllerPosition.z,MainControllerEulerAngles.x,MainControllerEulerAngles.y,MainControllerEulerAngles.z
50.44222,1,Training,1,1,Flat,5,selectCards,0.473946,0.116102,-1.348546,339.2907,231.9394,0.5213186,0.5583606,0.3713726,-1.263425,352.022,267.2474,11.01416
50.45333,1,Training,1,1,Flat,5,selectCards,0.4739235,0.1161472,-1.348537,339.3421,231.9348,0.5054374,0.5654092,0.3768724,-1.263264,351.513,266.015,11.7526
50.46445,1,Training,1,1,Flat,5,selectCards,0.4739128,0.1161526,-1.348564,339.3865,231.9528,0.5131887,0.572906,0.3820761,-1.263153,350.9679,264.5506,12.87437
50.47556,1,Training,1,1,Flat,5,selectCards,0.4739996,0.1161304,-1.348578,339.3642,231.9215,0.5040036,0.5802976,0.3871995,-1.262482,350.3295,263.1995,13.99938
50.48667,1,Training,1,1,Flat,5,selectCards,0.4740277,0.1161186,-1.348575,339.3097,231.936,0.5054322,0.5876559,0.392188,-1.261534,349.8209,262.0499,14.982
50.49778,1,Training,1,1,Flat,5,selectCards,0.4740561,0.1160532,-1.348524,339.2869,231.9279,0.4891842,0.5954729,0.3971975,-1.260114,349.2541,261.1987,15.94997
50.50889,1,Training,1,1,Flat,5,selectCards,0.4740421,0.1160533,-1.348566,339.3009,231.9357,0.5094866,0.6032281,0.402191,-1.258115,348.6774,260.6003,16.84717
50.52,1,Training,1,1,Flat,5,selectCards,0.4740765,0.1160479,-1.348584,339.3416,231.9408,0.5287978,0.6107256,0.4067955,-1.255497,348.1452,260.3131,17.39062
50.53111,1,Training,1,1,Flat,5,selectCards,0.4739766,0.1160906,-1.348649,339.3845,231.934,0.5277409,0.6180205,0.4111285,-1.252505,347.6634,260.3381,17.43213
50.54222,1,Training,1,1,Flat,5,selectCards,0.4739101,0.1158921,-1.348806,339.3142,231.9853,0.5189925,0.6254473,0.4151069,-1.248918,347.2343,260.6324,17.16845
50.55333,1,Training,1,1,Flat,5,selectCards,0.4738951,0.1161807,-1.348497,339.325,231.9296,0.4590897,0.6325893,0.4185231,-1.245408,346.9828,260.9915,16.92161
50.56445,1,Training,1,1,Flat,5,selectCards,0.4739553,0.1162172,-1.348437,339.2989,231.9199,0.5089604,0.6395435,0.4211932,-1.241796,346.8974,261.4575,16.64396
50.57556,1,Training,1,1,Flat,5,selectCards,0.4740086,0.1160682,-1.348516,339.2904,231.9081,0.5132259,0.6467757,0.4239067,-1.238309,346.8008,261.7772,16.51672
